kepoi_name,koi_disposition,kepid,koi_period,koi_time0bk,koi_duration,koi_depth,koi_max_sngle_ev,koi_max_mult_ev,koi_num_transits,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag
K01471.01,FALSE POSITIVE,11858748,1.780984316,177.8249,2.173,590.9,4.6304173,36.901245,731.0,5730.0,4.545,-0.06,0.87,0.968,288.76318,50.174221,15.516
K01534.02,CONFIRMED,4741126,7.63846084,138.24557,3.957,71.7,3.6442664,13.585505,167.0,6119.0,4.274,0.1,1.299,1.157,290.09082,39.81699,13.47
K01535.01,CONFIRMED,11669125,70.6981724,188.56795,6.632,357.7,9.57492,31.932688,18.0,5811.0,4.536,-0.2,0.866,0.94,295.52121,49.738628,13.046
K01536.01,CONFIRMED,12159249,3.74443645,133.55997,2.9191,73.3,4.1786084,20.18704,359.0,5876.0,4.269,0.24,1.293,1.132,291.46732,50.75948,12.71
K01537.01,CANDIDATE,9872292,10.19154678,136.69755,6.165,61.3,4.5287604,19.157948,135.0,6212.0,4.049,-0.1,1.684,1.156,281.46173,46.789894,11.74
K01538.01,FALSE POSITIVE,9963461,10.581581895,183.008458,6.66929,112640.0,793.12244,5181.257,100.0,6168.0,4.074,-0.24,1.567,1.061,296.62979,46.880203,13.936
K01539.01,FALSE POSITIVE,8081482,2.819453322,133.870141,4.4127,71867.0,220.55606,2277.222,480.0,5767.0,4.33,-0.16,1.074,0.9,284.664,43.98502,14.569
K01590.01,CANDIDATE,5542466,12.89006728,201.22989,3.555,602.5,5.1416874,18.731329,82.0,4915.0,4.512,0.16,0.812,0.781,294.36487,40.720879,15.674
K00185.01,CANDIDATE,4178389,23.210509958,134.386378,3.09802,28737.0,330.42853,1093.9598,48.0,5875.0,4.572,-0.42,0.809,0.895,296.18524,39.26268,14.228
K01590.02,CONFIRMED,5542466,2.35574505,177.88824,1.796,266.9,3.84831,13.413105,421.0,4915.0,4.512,0.16,0.812,0.781,294.36487,40.720879,15.674
K01590.03,CANDIDATE,5542466,4.74666128,134.63784,2.093,256.8,3.2105825,9.563178,192.0,4915.0,4.512,0.16,0.812,0.781,294.36487,40.720879,15.674
K01591.01,CONFIRMED,10028140,19.65639342,140.29937,3.226,843.2,5.5115976,20.412176,55.0,5288.0,4.613,-0.24,0.74,0.828,297.73984,46.94191,15.372
K01684.01,FALSE POSITIVE,6048024,62.81584402,151.47691,2.6901,1688.4,27.443987,92.928764,23.0,6340.0,4.23,0.48,1.492,1.379,293.53448,41.329899,12.849
K01685.01,CONFIRMED,6049190,70.468171,189.15822,6.653,922.4,10.516852,38.209057,18.0,6461.0,4.396,-0.14,1.131,1.162,293.87988,41.393822,14.811
K01686.01,FALSE POSITIVE,6149553,56.86716792,157.2619128,4.23,,,,,,,,,,298.50726,41.47905,15.886
K01687.01,CONFIRMED,6198999,3.93246069,132.55435,2.1763,455.5,5.082465,25.984106,347.0,4841.0,4.533,0.1,0.779,0.756,289.92072,41.542831,15.32
K01688.01,CONFIRMED,6310636,0.921030497,132.03171,2.6077,101.5,3.8903625,20.263723,1457.0,5843.0,4.069,0.14,1.615,1.115,298.48111,41.615341,14.542
K01692.01,CONFIRMED,6616218,5.960400011,137.265171,2.8617,828.3,18.942575,135.83038,104.0,5418.0,4.534,0.28,0.886,0.978,294.6741,42.075581,12.557
K01472.01,CONFIRMED,7761545,85.3514875,161.007608,6.7504,4674.7,45.288082,143.4172,17.0,5584.0,4.478,0.14,0.938,0.966,294.63239,43.400471,15.061
K01473.01,CANDIDATE,7499398,23.02028478,357.786124,3.544,5077.8,22.514307,99.735855,45.0,5613.0,4.496,0.32,0.956,1.046,280.36023,43.12368,15.573
K01474.01,CONFIRMED,12365184,69.72646639,196.093243,3.7177,4491.2,60.760292,177.54475,20.0,6430.0,4.107,0.2,1.731,1.398,295.41788,51.184761,13.005
K01475.01,CONFIRMED,4770365,1.609321941,178.94178,1.6067,728.5,5.493346,29.158415,751.0,4224.0,4.662,-0.2,0.603,0.609,297.43039,39.847839,15.937
K01475.02,CONFIRMED,4770365,9.51220046,185.47893,2.9497,1169.4,4.4233165,24.001974,121.0,4224.0,4.662,-0.2,0.603,0.609,297.43039,39.847839,15.937
K01475.03,CONFIRMED,4770365,4.72941177,132.93871,2.234,434.3,2.928935,10.887242,236.0,4224.0,4.662,-0.2,0.603,0.609,297.43039,39.847839,15.937
K00003.01,CONFIRMED,10748390,4.887803076,124.8130808,2.36255,4315.8,245.26993,2034.6268,215.0,4778.0,4.591,0.32,0.763,0.83,297.70935,48.080853,9.174
K00020.01,CONFIRMED,11804465,4.437962934,171.0091259,4.69813,16388.0,302.35617,3302.585,238.0,5953.0,4.175,0.08,1.415,1.093,286.24344,50.040379,13.438
K00179.01,CONFIRMED,9663113,20.74028645,142.80003,10.3939,1023.3,20.704483,117.66725,52.0,6226.0,4.264,0.0,1.299,1.129,297.04541,46.328701,13.955
K01540.01,FALSE POSITIVE,5649956,1.207852845,178.2142,3.5802,49720.0,143.53368,2296.5215,1083.0,5601.0,4.533,-0.44,0.797,0.791,299.10327,40.8493,15.559
K01541.01,FALSE POSITIVE,4840513,2.379282197,133.651365,3.1729,48434.0,234.0073,2697.4727,450.0,6392.0,4.399,0.07,1.162,1.232,293.19507,39.90728,15.189
K01592.01,FALSE POSITIVE,5217586,26.0692512,143.12549,7.487,831.5,10.231548,50.595158,51.0,5585.0,4.409,-0.38,0.91,0.773,298.9024,40.31953,14.106
K01593.01,CONFIRMED,5289854,9.69501146,182.45413,2.75,515.2,5.0753345,16.746252,106.0,5896.0,4.516,-0.1,0.914,1.0,295.78516,40.439548,15.809
K01593.02,CONFIRMED,5289854,15.3825394,139.07648,3.815,550.5,4.217828,15.541253,65.0,5896.0,4.516,-0.1,0.914,1.0,295.78516,40.439548,15.809
K01594.01,FALSE POSITIVE,9895709,1.818939148,133.12299,1.644,331.2,5.8135023,32.953247,728.0,6153.0,4.487,-0.22,0.962,1.036,293.87265,46.714951,15.134
K01595.01,CONFIRMED,10006581,40.1097817,142.08227,5.2096,732.0,7.664,34.499313,34.0,5509.0,4.265,0.14,1.169,0.918,289.73169,46.953819,14.904
K00191.03,CANDIDATE,5972334,0.708621057,133.36565,1.5041,187.5,4.485358,21.064182,1324.0,5422.0,4.484,0.02,0.887,0.874,295.28723,41.221958,14.991
K01692.02,CONFIRMED,6616218,2.46106962,133.32138,2.184,84.2,3.7759464,17.796751,242.0,5418.0,4.534,0.28,0.886,0.978,294.6741,42.075581,12.557
K01693.01,FALSE POSITIVE,6696462,3.403743926,137.232574,1.5017,815.9,6.155134,48.45203,393.0,5596.0,4.533,-0.1,0.853,0.906,293.25916,42.126629,14.98
K01700.01,CONFIRMED,7220429,8.03753796,139.3582,2.9118,286.5,4.1385374,25.630995,168.0,5044.0,4.511,-0.02,0.804,0.764,297.13263,42.76825,14.471
K01701.01,FALSE POSITIVE,7222086,2.43902575,133.58474,1.1598,82.5,5.793333,39.570023,551.0,6546.0,3.817,0.56,2.784,1.852,297.51907,42.777061,11.041
K01476.01,CONFIRMED,12406749,56.3587987,222.31819,6.927,2559.6,12.819533,39.809235,22.0,5446.0,4.525,-0.2,0.821,0.824,290.85413,51.222809,15.792
K00172.02,CONFIRMED,8692861,242.467406,150.85827,12.808,340.3,11.452461,18.011978,6.0,5637.0,4.399,-0.3,0.943,0.813,293.26093,44.868889,13.749
K01477.01,CANDIDATE,7811397,169.4976085,228.99997,7.77,12192.0,51.68426,72.266525,6.0,5270.0,4.592,0.07,0.787,0.9,287.65396,43.505718,15.917
K01478.01,CONFIRMED,12403119,76.13622222,199.476237,7.9393,2949.5,96.01898,280.73087,16.0,5591.0,4.494,-0.06,0.892,0.904,288.84863,51.209049,12.45
K01479.01,FALSE POSITIVE,9842890,4.9883872,358.2335,9.142,638.2,5.587559,34.12135,174.0,5819.0,4.565,-0.32,0.823,0.91,296.43814,46.61536,15.752
K01542.01,FALSE POSITIVE,8113154,2.586878667,133.817008,6.1614,25480.0,17.99762,118.66748,520.0,6812.0,4.343,-0.54,1.172,1.103,296.87762,43.941631,12.897
K01543.01,FALSE POSITIVE,5270698,3.964333304,136.029542,4.7136,25886.0,138.6739,1801.702,338.0,5758.0,3.808,-0.06,2.318,1.258,290.44736,40.44289,14.985
K01544.01,FALSE POSITIVE,5024450,1.525924389,355.479571,3.15998,24627.0,134.91129,1805.1306,567.0,6203.0,4.427,-0.06,1.06,1.091,295.32077,40.187359,15.063
K01545.01,FALSE POSITIVE,5282049,5.910371418,360.2852478,3.88962,17219.0,98.694984,876.2924,144.0,6200.0,4.488,-0.28,0.958,1.029,293.83688,40.41045,15.169
K01546.01,CANDIDATE,5475431,0.917568975,133.932419,2.0654,15805.0,20.666454,28.005991,1458.0,5713.0,4.541,0.07,0.893,1.01,298.5137,40.639622,14.456
K01596.01,CONFIRMED,10027323,5.92365747,134.68361,2.6302,406.5,4.0210853,23.104864,178.0,3883.0,4.762,-0.28,0.496,0.518,297.50986,46.961262,15.157
K01596.02,CONFIRMED,10027323,105.3582299,138.68069,3.81,1210.2,7.156482,16.511694,11.0,3883.0,4.762,-0.28,0.496,0.518,297.50986,46.961262,15.157
K00186.01,CONFIRMED,12019440,3.24325988,133.6690203,3.03318,16451.0,133.76108,1636.7843,413.0,5823.0,4.438,0.1,1.013,1.027,294.99631,50.470058,14.952
K01597.01,CANDIDATE,5039228,7.79668781,134.42081,4.6699,361.3,8.3653965,51.74379,171.0,6521.0,4.352,0.21,1.276,1.334,298.36884,40.173424,12.681
K01598.01,CONFIRMED,10004738,56.4758069,143.81128,5.961,1091.8,14.585626,56.980606,24.0,5497.0,4.57,0.07,0.839,0.952,288.83936,46.98674,14.279
K01598.02,CONFIRMED,10004738,92.8747294,145.93535,7.474,658.8,11.09702,30.277075,16.0,5497.0,4.57,0.07,0.839,0.952,288.83936,46.98674,14.279
K01702.01,CONFIRMED,7304449,1.538180949,131.822823,1.2635,841.0,4.7806334,28.219137,852.0,3364.0,4.978,-0.06,0.274,0.26,297.72925,42.86692,15.722
K01704.01,CONFIRMED,7386827,10.4188915,137.74971,3.0069,670.0,7.2352476,36.83864,128.0,5692.0,4.36,0.04,1.064,0.946,298.01443,42.957458,14.86
K01705.01,CONFIRMED,7522911,20.4998763,131.82068,6.501,437.8,4.8642554,18.253088,67.0,6249.0,4.428,-0.04,1.076,1.13,290.32651,43.12183,15.442
K01706.01,CONFIRMED,7626370,1.921437488,131.806204,1.9046,278.7,4.187052,40.189835,697.0,5238.0,4.472,-0.08,0.851,0.784,296.95206,43.271969,14.131
K01707.01,CONFIRMED,7703955,96.109323,187.699,9.877,982.3,8.031778,21.122614,14.0,5792.0,4.375,-0.26,1.005,0.875,298.0231,43.363522,15.321
K01480.01,CONFIRMED,7512982,20.38174802,142.31499,3.7922,1597.1,8.812979,38.09962,67.0,4883.0,4.515,0.18,0.808,0.779,286.74188,43.190102,15.887
K01480.02,CANDIDATE,7512982,7.00447892,137.89902,2.669,231.4,2.6479578,8.390544,193.0,4883.0,4.515,0.18,0.808,0.779,286.74188,43.190102,15.887
K01481.01,CONFIRMED,9597806,5.101375725,357.48217,2.595,894.6,6.1429543,45.956264,220.0,5869.0,4.479,-0.04,0.954,1.001,295.57727,46.254742,15.455
K01482.01,FALSE POSITIVE,7812167,17.7940049,365.34666,4.091,879.4,15.602679,30.637863,65.0,6273.0,4.442,-0.14,1.044,1.099,288.02271,43.54821,15.378
K01484.01,FALSE POSITIVE,11760959,3.47021401,356.09943,2.289,1105.2,4.5109005,37.087746,323.0,4922.0,4.555,-0.12,0.744,0.726,290.61679,49.957619,15.305
K01547.01,CANDIDATE,5283458,30.69395532,365.665214,2.9512,18121.0,76.352325,311.83298,27.0,6137.0,4.46,-0.06,1.018,1.086,294.2009,40.455959,15.673
K01548.01,FALSE POSITIVE,9940565,2.139325409,135.062261,2.8056,6897.8,51.846424,617.2113,625.0,4765.0,4.642,-0.24,0.666,0.717,286.25644,46.89267,14.708
K01549.01,CANDIDATE,8053552,29.481061268,134.22446,3.6636,11871.0,69.74805,340.81912,47.0,5631.0,4.41,-0.46,0.901,0.762,299.05585,43.897202,15.135
K00179.02,CONFIRMED,9663113,572.376632,306.51006,24.42,1743.4,29.135689,28.84485,4.0,6226.0,4.264,0.0,1.299,1.129,297.04541,46.328701,13.955
K01550.01,FALSE POSITIVE,8111381,2.233799622,134.720709,3.04,2658.5,19.020744,241.85098,597.0,5741.0,4.555,-0.16,0.846,0.938,296.36569,43.905571,15.195
K01551.01,FALSE POSITIVE,5444549,31.13862664,415.9492,5.2482,11427.0,73.896515,270.9085,36.0,5919.0,4.485,0.21,1.0,1.114,290.56668,40.678162,15.821
K01598.03,CONFIRMED,10004738,13.93068791,134.42851,2.312,186.5,4.3380203,12.670836,93.0,5497.0,4.57,0.07,0.839,0.952,288.83936,46.98674,14.279
K01599.01,CONFIRMED,5474613,20.4074846,140.1821,8.839,363.4,5.225047,19.429487,69.0,5823.0,4.472,0.06,0.972,1.02,298.37384,40.61842,14.802
K01600.01,FALSE POSITIVE,4860932,12.36564669,140.92029,3.644,388.4,5.681143,18.797474,105.0,6075.0,4.495,-0.16,0.952,1.033,297.84399,39.989811,14.59
K01601.01,CONFIRMED,5438757,10.35078415,133.71163,6.253,273.1,6.3292556,30.358961,131.0,5534.0,4.338,0.14,1.08,0.926,288.77103,40.664181,14.659
K01601.02,CONFIRMED,5438757,62.9224936,151.6882,11.64,417.8,7.765685,23.093313,19.0,5534.0,4.338,0.14,1.08,0.926,288.77103,40.664181,14.659
K01708.01,CANDIDATE,7750419,32.7737631,151.44352,3.416,564.5,5.130062,18.888723,43.0,5640.0,4.076,0.12,1.534,1.023,290.88232,43.47176,14.758
K00191.04,CONFIRMED,5972334,38.6520796,164.04455,5.607,566.5,6.2344623,13.80781,24.0,5422.0,4.484,0.02,0.887,0.874,295.28723,41.221958,14.991
K01710.01,CONFIRMED,7815744,14.20442616,142.7332,3.898,800.6,5.2534733,23.57028,49.0,5350.0,4.647,-0.56,0.678,0.758,289.56866,43.538609,15.469
K01711.01,CONFIRMED,7955580,55.673582,136.54906,3.778,765.1,7.361748,19.036667,22.0,4998.0,4.53,0.14,0.808,0.806,290.28845,43.755322,15.061
K01713.01,CONFIRMED,8230616,6.82778157,131.78839,2.3726,545.8,5.052356,26.83875,188.0,4198.0,4.689,-0.32,0.574,0.587,290.82602,44.184109,15.224
K01485.01,FALSE POSITIVE,9692345,0.687895191,133.66492,2.4233,462.5,5.2094245,25.151985,1954.0,4478.0,4.615,-0.22,0.651,0.637,282.17941,46.457169,15.657
K01486.01,CONFIRMED,7898352,127.2824442,163.89,7.1545,8088.6,46.034946,116.552216,11.0,5733.0,4.281,0.06,1.183,0.974,294.31699,43.629341,15.505
K00173.01,CONFIRMED,11402995,10.06083238,138.96723,4.5718,460.2,9.39896,68.921616,130.0,5705.0,4.297,0.0,1.14,0.939,291.90704,49.262051,13.844
K01486.02,CONFIRMED,7898352,30.1837021,146.64675,5.879,974.9,6.7351146,29.34237,41.0,5733.0,4.281,0.06,1.183,0.974,294.31699,43.629341,15.505
K01487.01,FALSE POSITIVE,12062667,2.92928244,133.72275,6.794,268.6,5.7106595,38.558693,459.0,6634.0,3.831,-0.5,2.251,1.253,292.07269,50.54829,12.674
K01552.01,CANDIDATE,7984047,77.63424586,417.153212,4.1002,16612.0,61.615807,163.15489,14.0,4812.0,4.548,0.02,0.755,0.734,298.92593,43.75037,15.915
K01553.01,CONFIRMED,7951018,52.75878505,156.306351,6.6517,5805.8,56.394043,237.59964,26.0,6228.0,4.413,0.21,1.137,1.221,288.43576,43.763489,15.182
K01554.01,FALSE POSITIVE,9899355,1.332564478,354.58908,6.0325,1071.5,3.6498365,15.842242,849.0,5995.0,4.536,-0.3,0.878,0.964,295.21103,46.757229,15.866
K01555.01,FALSE POSITIVE,12644774,41.0772969,379.12848,5.525,1216.8,41.55672,82.42111,28.0,5665.0,4.381,-0.44,0.938,0.773,289.07703,51.761822,14.907
K01556.01,FALSE POSITIVE,9902856,135.9121619,277.33,5.628,10188.0,61.995884,142.11705,8.0,6141.0,4.468,-0.3,0.959,0.982,296.4176,46.732021,15.535
K01952.04,CONFIRMED,7747425,42.4729078,146.28712,7.253,334.0,5.6841493,16.694304,30.0,5616.0,4.327,0.14,1.111,0.957,289.86157,43.472771,14.601
K01955.01,CONFIRMED,9892816,15.17026921,132.6655,4.3311,224.8,5.9811525,32.16319,90.0,6297.0,4.26,0.14,1.369,1.247,292.67807,46.726711,13.147
K01955.02,CONFIRMED,9892816,39.4576228,136.47398,9.557,244.8,6.036653,23.974123,33.0,6297.0,4.26,0.14,1.369,1.247,292.67807,46.726711,13.147
K01958.01,CONFIRMED,9836149,17.8159689,134.4832,3.6765,776.8,6.760817,29.285742,75.0,5964.0,4.484,-0.22,0.933,0.968,293.98157,46.687752,15.2
K01959.01,CONFIRMED,4813563,36.5157639,151.28989,3.6577,861.3,8.756478,26.913803,31.0,4847.0,4.54,0.14,0.781,0.772,283.60526,39.997978,14.254
K02032.01,CONFIRMED,2985767,14.07969236,139.96053,1.375,169.5,5.413903,22.375027,94.0,5821.0,4.097,0.14,1.547,1.092,290.52676,38.142979,12.261
K02033.01,CONFIRMED,2304320,16.54081386,133.95274,2.5996,370.0,6.195805,27.847147,80.0,5064.0,4.572,0.0,0.769,0.806,291.74164,37.688938,13.755
K02034.01,CONFIRMED,3657758,3.609313059,133.79024,1.7752,1375.1,5.7179546,38.35937,242.0,5668.0,4.545,-0.02,0.868,0.963,294.51126,38.790501,15.54
K02035.01,CONFIRMED,9790806,1.93155546,131.76708,1.614,504.9,8.148397,69.970215,552.0,5461.0,4.552,0.14,0.858,0.957,298.86658,46.502239,13.007
K02036.01,CONFIRMED,6382217,8.41100305,133.79856,2.4553,755.6,4.5155106,23.186045,162.0,3757.0,4.718,0.18,0.539,0.552,296.85663,41.758179,15.773
K01825.01,CONFIRMED,5375194,13.52252364,142.17932,3.987,690.6,8.075435,44.9959,77.0,5338.0,4.557,0.0,0.816,0.875,295.30008,40.556591,13.895
K01826.01,CONFIRMED,6468138,134.2520474,182.70534,9.0636,832.1,20.61069,52.910034,9.0,5818.0,4.276,0.02,1.2,0.991,298.51532,41.891201,13.35
K00199.01,CONFIRMED,10019708,3.268695042,137.4817205,3.45188,10091.0,93.92894,1341.4701,413.0,5927.0,4.046,0.14,1.691,1.161,295.02567,46.956001,14.879
K01828.01,CONFIRMED,11875734,99.7468804,208.39688,6.804,1287.0,14.9798765,38.439476,11.0,5620.0,4.363,-0.32,0.974,0.797,297.27057,50.121811,14.422
K01829.01,FALSE POSITIVE,7697568,22.84156293,138.632,2.5997,2940.7,10.771274,47.546577,57.0,5381.0,4.538,-0.06,0.826,0.858,296.52243,43.363369,15.911
K00205.01,CONFIRMED,7046804,11.720123999,142.173999,3.0039,9763.3,100.10436,749.69366,111.0,5215.0,4.564,-0.16,0.77,0.792,295.49667,42.537891,14.518
K01890.01,CONFIRMED,7449136,4.33643506,133.85442,4.1445,108.5,6.230808,43.779842,312.0,6180.0,4.133,0.12,1.603,1.275,293.0795,43.073711,11.704
K01891.01,CONFIRMED,8680979,15.95541913,143.30236,3.9851,762.6,5.8266616,30.497955,82.0,4891.0,4.516,0.16,0.805,0.776,288.44739,44.801682,15.261
K01891.02,CONFIRMED,8680979,8.25980352,137.47021,2.928,298.4,3.6963294,14.762491,154.0,4891.0,4.516,0.16,0.805,0.776,288.44739,44.801682,15.261
K01892.01,CONFIRMED,9030537,62.5613879,178.40847,5.907,1372.6,8.166053,28.120026,21.0,5662.0,4.56,-0.12,0.84,0.937,294.8161,45.306122,15.5
K01960.01,CONFIRMED,6949061,8.96847034,139.39473,4.4073,234.3,6.7650046,32.74615,145.0,5808.0,4.185,0.14,1.374,1.054,291.96069,42.43301,14.128
K01961.01,CONFIRMED,7269493,1.907810683,131.63784,1.8707,120.5,4.212235,39.49102,703.0,5435.0,4.578,0.07,0.824,0.937,287.57117,42.813919,12.852
K01962.01,CANDIDATE,5513648,32.85862571,133.51202,3.1483,162.8,7.8203287,26.82928,31.0,5899.0,4.135,-0.12,1.414,0.995,284.23398,40.79454,10.77
K00213.01,FALSE POSITIVE,9164836,48.118812545,170.8396102,5.27958,69851.0,668.3399,2789.1543,30.0,6003.0,4.536,-0.34,0.872,0.952,295.71225,45.589771,14.474
K01964.01,CANDIDATE,7887791,2.229326354,133.09423,1.9946,49.1,4.0974927,35.477276,603.0,5587.0,4.525,-0.06,0.865,0.914,290.7037,43.607208,10.687
K01965.01,CONFIRMED,11657891,2.514628496,132.90904,1.6239,228.4,4.7997804,28.595043,526.0,5662.0,4.56,-0.12,0.84,0.937,289.59308,49.781158,14.325
K00219.01,CONFIRMED,6305192,8.025118521,132.469133,5.3694,3120.4,40.004295,393.82916,169.0,6002.0,4.196,0.0,1.369,1.073,297.21408,41.66404,14.153
K02036.02,CONFIRMED,6382217,5.79529495,136.77974,2.272,334.3,3.6537616,12.475944,219.0,3757.0,4.718,0.18,0.539,0.552,296.85663,41.758179,15.773
K02037.01,CONFIRMED,9634821,73.7578875,183.72348,2.69,1836.9,11.729464,29.859983,15.0,5029.0,4.429,0.48,0.93,0.847,284.34274,46.316551,15.213
K02037.03,CANDIDATE,9634821,8.56267266,355.13518,1.53,608.1,4.060325,18.69375,132.0,5029.0,4.429,0.48,0.93,0.847,284.34274,46.316551,15.213
K02038.01,CONFIRMED,8950568,8.30537702,139.7437,3.751,365.6,4.229696,21.758528,158.0,5435.0,4.495,-0.02,0.873,0.87,290.97342,45.290321,14.779
K01830.01,CONFIRMED,3326377,13.22714056,142.20251,3.2861,812.0,7.2477627,45.19574,100.0,5180.0,4.548,0.0,0.8,0.825,286.55807,38.405369,14.443
K01831.01,CONFIRMED,11601584,51.8098276,182.97335,6.343,1025.4,14.466879,46.575012,17.0,5191.0,4.53,0.08,0.826,0.844,286.47147,49.649021,14.122
K01831.02,CONFIRMED,11601584,4.38536428,139.22548,2.5126,198.5,4.6369677,21.772156,240.0,5191.0,4.53,0.08,0.826,0.844,286.47147,49.649021,14.122
K01831.03,CONFIRMED,11601584,34.205785079,148.8050925,5.1691,183.2,5.0435963,10.421222,27.0,5191.0,4.53,0.08,0.826,0.844,286.47147,49.649021,14.122
K01831.04,CONFIRMED,11601584,13.97945055,142.33829,1.2325,356.1,5.220983,11.698665,71.0,5191.0,4.53,0.08,0.826,0.844,286.47147,49.649021,14.122
K01893.01,CONFIRMED,8689793,3.554856338,131.80398,2.1004,232.9,4.669016,36.35022,377.0,6068.0,4.565,-0.5,0.831,0.931,292.02045,44.876221,14.053
K01894.01,CONFIRMED,11673802,5.28790754,135.36119,8.5274,343.9,5.4748645,49.242104,255.0,4994.0,3.433,0.08,3.818,1.441,297.35928,49.79755,13.427
K01895.01,CONFIRMED,4263293,8.45746636,133.87132,2.2906,1320.3,5.942323,30.910906,164.0,4347.0,4.73,-0.84,0.524,0.537,291.83432,39.307362,15.862
K01895.02,CONFIRMED,4263293,17.28116957,136.00718,2.829,1562.8,5.7942677,25.287598,81.0,4347.0,4.73,-0.84,0.524,0.537,291.83432,39.307362,15.862
K01895.03,CONFIRMED,4263293,32.1340014,142.27582,2.691,1262.0,4.215617,13.92513,40.0,4347.0,4.73,-0.84,0.524,0.537,291.83432,39.307362,15.862
K01897.01,CONFIRMED,5695524,59.7711433,148.96886,4.843,574.5,9.845912,29.686596,23.0,6214.0,4.382,-0.02,1.122,1.101,288.57443,40.988659,13.952
K01967.01,CONFIRMED,6205897,4.417692516,133.96139,2.323,279.2,4.086675,29.340645,302.0,4766.0,4.645,-0.24,0.664,0.723,292.13297,41.547539,14.31
K01968.01,CONFIRMED,7948784,10.08744556,135.13582,2.9884,568.1,5.5275297,32.66846,130.0,6310.0,4.417,-0.06,1.095,1.143,287.36127,43.738781,15.079
K01969.01,CONFIRMED,9244756,16.34355902,145.04116,5.474,829.4,5.261613,27.110012,84.0,5730.0,4.394,0.16,1.056,1.008,300.41751,45.605518,15.017
K01970.01,CONFIRMED,9650808,21.96401646,133.03586,2.7509,693.4,5.4889083,23.871181,63.0,5774.0,4.447,-0.1,0.958,0.937,292.49963,46.324409,15.378
K01970.02,CONFIRMED,9650808,125.602323,215.4336,7.105,925.7,9.962754,19.515469,10.0,5774.0,4.447,-0.1,0.958,0.937,292.49963,46.324409,15.378
K02038.02,CONFIRMED,8950568,12.51353325,139.42461,4.301,430.8,4.273036,19.935074,103.0,5435.0,4.495,-0.02,0.873,0.87,290.97342,45.290321,14.779
K02038.03,CONFIRMED,8950568,17.9134215,135.52921,4.364,197.8,2.9240737,8.255046,65.0,5435.0,4.495,-0.02,0.873,0.87,290.97342,45.290321,14.779
K02038.04,CONFIRMED,8950568,25.2149143,152.6912,5.76,174.1,3.4347491,8.67766,53.0,5435.0,4.495,-0.02,0.873,0.87,290.97342,45.290321,14.779
K02039.01,CONFIRMED,8804845,5.42586901,135.86589,2.5342,259.0,4.9888926,25.909443,250.0,5594.0,4.489,0.16,0.934,0.981,285.38742,45.049049,14.305
K02040.01,CONFIRMED,10480915,19.58561177,132.36472,1.755,532.9,6.7585225,22.337149,57.0,5618.0,4.401,0.0,0.996,0.911,295.79218,47.600101,14.18
K01832.01,CONFIRMED,11709244,4.544436472,134.90159,1.8141,879.3,6.951318,45.03802,299.0,5445.0,4.458,0.16,0.937,0.919,289.83542,49.82563,15.009
K01832.02,CONFIRMED,11709244,12.76220558,143.73026,2.0688,653.8,5.3509207,19.995342,95.0,5445.0,4.458,0.16,0.937,0.919,289.83542,49.82563,15.009
K01832.03,CONFIRMED,11709244,38.7149617,134.0313,3.441,694.8,5.5755596,18.331856,34.0,5445.0,4.458,0.16,0.937,0.919,289.83542,49.82563,15.009
K00199.02,FALSE POSITIVE,10019708,8.78458274,135.37812,6.459,210.8,4.9553237,17.729378,150.0,5927.0,4.046,0.14,1.691,1.161,295.02567,46.956001,14.879
K01833.01,CONFIRMED,11853878,3.69298623,132.73624,1.7744,763.3,5.540941,49.29686,287.0,4402.0,4.682,-0.58,0.572,0.575,285.60254,50.112041,14.265
K00206.01,CONFIRMED,5728139,5.334082429,131.981761,6.2226,4676.5,47.406998,569.9242,253.0,6332.0,4.016,0.04,1.905,1.373,297.59366,40.977268,14.463
K01898.01,CONFIRMED,7668663,6.4980147,136.00108,2.4384,190.9,4.935562,33.229843,200.0,5727.0,4.328,0.0,1.104,0.946,286.28601,43.320461,13.25
K01899.01,CONFIRMED,7047922,19.76169247,135.17794,3.9097,392.5,6.1218104,31.456211,68.0,6327.0,4.327,-0.14,1.175,1.064,295.75412,42.537479,14.563
K01900.01,CONFIRMED,9353314,5.18498961,131.8814,2.1397,430.1,4.6612425,33.10402,261.0,4325.0,4.68,-0.64,0.56,0.547,295.90656,45.80912,14.744
K01901.01,CONFIRMED,3629967,85.6542476,155.12346,6.866,476.0,9.007189,25.212389,16.0,5818.0,4.065,0.24,1.647,1.149,286.40231,38.738541,13.34
K01971.01,CONFIRMED,9347009,19.32945602,133.26717,3.794,935.5,6.374764,25.250687,67.0,5026.0,4.604,0.21,0.763,0.875,293.68192,45.817558,15.719
K01972.01,CANDIDATE,11253711,17.79108667,149.25344,2.662,414.2,6.64514,31.675615,75.0,5855.0,4.148,-0.26,1.34,0.92,296.08975,48.955372,13.8
K01973.01,CONFIRMED,4917596,3.290114076,133.15709,1.5151,645.3,5.5215316,28.622519,408.0,4484.0,4.654,-0.56,0.594,0.58,289.93085,40.097752,15.753
K00024.01,FALSE POSITIVE,4743513,2.086075752,170.965627,2.2647,3657.8,85.65387,698.0131,641.0,6131.0,4.071,-0.74,1.417,0.862,290.8154,39.819469,12.963
